0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,54,56,58,59,60,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
26831,77587,26245,23155,68999,39446,10638,96353,24666,22192,212346,13034,899491,45215,227168,11661,16188,10325,14973,37917,15453,28240,15889,63079,23666,9936,52141,35864,56895,37779,23605,67760,97830,24110,22989,48467,88969,146597,63324,51596,38118,319503,68502,27033,64505,30784,19108,56051,34337,54865,45348,24253,131737,76195,40133,71016,132949,185952,11270,11519,40619,16266,515866,21837,23501,2263,25828,7087,241715,26608,25381,37025,21256,16697,82010,24623,35029,31704,65301,179735,23181,33773,92053,12459,16653,20278,14056,121992,62757,47268,53105,50680,140254,96923,31364,43418,30239,25946,40704,497834,54300,39318,60321,60723,36063,193466,27815,49262,78858,14794,20373,6631,75427,18629,16450,21424,21539,24261,108307,51901,32235,58493,183747,28086,17110,31257,39869,11997,19606,11867,21561,50203,23617,90135,59915,15311,25851,224034,47364,10255,6865,46736,213242,238577,27729,16764,13718
27470,71663,26039,20483,71423,44417,11348,91973,25398,24617,192585,12395,853157,39665,187258,11536,14280,10264,14945,31637,13965,27633,16439,65389,25598,9781,47668,35626,61687,32141,21789,70339,93055,24358,27212,50258,86344,131519,64412,40521,36162,269042,68446,30967,61929,32595,19855,56314,36491,55232,43698,27030,100142,52599,47238,63265,106818,164490,11794,11412,41284,17784,365454,22660,21751,2016,30480,6531,165594,31122,26289,45785,22357,16721,90105,29139,39886,33261,50270,156749,20746,35762,63783,12845,18053,21423,12725,86213,59247,39229,52494,44365,109702,71005,33571,44343,29444,25937,37758,455984,42616,45144,54910,57862,31692,167745,30686,45289,73912,15567,20557,9913,82357,18408,14316,22789,25484,26599,84165,42028,36588,58750,143500,32558,16012,29373,43029,14331,22264,12506,21623,43550,26685,96130,52834,12516,26099,200755,46322,10353,5573,47243,176738,178052,31365,17742,14522
46820,90302,34943,29357,82118,61837,21248,126254,41024,42999,188049,15074,603717,57549,196767,10432,20301,16202,20217,56602,20794,45169,27537,90504,37517,18110,62137,61925,104002,55984,37925,84170,117754,22875,46463,80311,115276,128907,88152,40333,53857,262369,87386,50029,88709,44924,30791,92201,65243,63641,47820,44882,110329,65411,78228,80967,103320,188292,22598,19836,45767,31597,330467,35933,30351,2768,41939,9181,190692,45247,49067,74830,38259,26102,107710,49519,61071,52290,67635,161764,35025,62020,77544,23306,27436,31912,14644,103277,87029,60367,79673,49033,140137,63759,44907,53248,43829,37490,62435,401498,48642,74641,64824,92041,29417,191769,40523,79712,98667,19949,31613,18109,94341,23140,24526,41211,40619,52808,84753,76861,49672,109454,142110,47281,23336,44711,78067,17451,49761,23442,30457,56251,41427,191931,86158,12720,40728,202049,74679,20624,9415,82062,194979,172470,52198,21904,21449
26695,55940,22559,18468,52027,36554,10998,69905,22876,21060,132601,11921,528533,35769,134364,7827,13026,8100,13153,31937,11919,22754,15548,55989,21858,11401,37079,35834,50746,29792,20993,57914,74164,15413,20904,53208,76216,90015,56914,27730,35194,177476,62637,29671,49379,29228,18327,63511,34411,47066,38257,22777,77601,47128,35648,51043,85545,121292,12289,10829,32833,14748,316114,18698,19983,1377,28677,6572,142530,20387,24369,44067,21762,12972,68807,21319,36404,30070,48236,122523,17305,32941,52127,12489,16456,19036,10780,73386,55213,37070,43145,42400,114608,48686,29010,33289,28904,19214,32203,308102,38195,39544,48372,60479,22650,127642,29157,43450,58368,14690,20773,8124,56310,15809,11611,15282,21820,22577,69155,38931,31281,54713,112154,22646,13948,29318,37560,14280,20285,13066,18329,39868,22855,110405,51701,10836,25080,141988,41461,11622,5096,51346,127622,137924,23443,14993,14753
22189,46968,19094,17165,44042,26332,8115,58794,16429,15742,118636,11166,515581,29077,124657,8273,10761,6810,11433,25036,8474,16686,12681,43515,16951,8277,29244,29617,40828,22708,15937,51029,62930,18567,15271,42179,65642,77541,47023,27069,27041,170523,50628,24845,37459,24560,14340,47191,28547,43919,36673,15650,59347,41630,25365,45319,75123,101320,9665,8035,35790,11237,219832,15867,17603,,24604,5834,126748,15834,18375,29503,17273,10523,63350,15814,26137,25192,43277,105299,12527,23694,45374,9131,12111,15700,10057,58569,51269,28257,32110,42199,94598,42560,24922,23851,24740,14567,23470,275049,30009,29534,43168,46683,23212,108153,18946,32791,47391,10272,15206,5006,44365,12493,9269,10675,16060,15720,62147,28871,26765,42984,106569,17017,12015,25335,29650,13701,13076,6583,15891,40779,18263,80357,41683,10702,19287,129921,31646,8323,3563,36735,109691,122987,18666,12552,10326
20554,43564,18599,17168,41965,24193,7731,57013,14454,14514,118540,10023,560409,29546,124294,9706,10793,6881,11322,22947,8444,15268,13350,42530,15806,7732,28428,30339,39303,21585,14603,49427,62194,19633,17137,40848,65233,76914,44287,34257,25793,174466,49807,22964,35160,24610,14050,46244,24245,44857,37885,14959,61199,46396,22419,44350,88159,97294,9741,7921,32426,10368,246093,15874,17153,,24429,5301,129325,15247,18528,25046,16244,10648,69303,15048,23719,25003,42315,109616,12071,22802,43890,9086,11308,15735,11341,59304,52020,27941,31343,42542,91994,48662,24602,20928,22229,14471,23772,302521,33703,26418,48814,44330,23806,107308,16789,31432,47876,9361,14369,4546,43026,12120,8576,9922,15463,14969,69775,28550,26174,41429,112067,15888,11739,24545,29322,15362,11980,6135,17220,39028,17882,71826,39074,10908,18908,119294,29453,7773,2984,36582,109724,134556,17194,13307,9468
20030,47937,18142,18596,42359,23450,7681,59162,13601,13320,123573,9498,585252,33531,131554,9646,10885,7149,11573,21645,9230,15319,12732,40523,16636,7906,29459,29106,38277,20692,14170,48247,61510,21085,19179,38638,67869,76807,44974,37813,24618,168635,53577,21772,34630,25117,13408,46412,25503,45114,38001,15464,60692,44085,21769,45543,87979,95793,9178,9637,32623,10381,245256,15228,17185,,26323,2683,134873,15175,19334,24388,16504,10238,75512,14460,22695,25540,42412,117956,11532,21655,44198,9191,11466,16713,12350,62946,56795,27573,32620,49260,95053,52201,28621,21388,21552,13988,24190,296787,30989,26233,53459,44018,25169,107756,16251,30860,46770,9402,15009,4383,43681,12353,9155,9533,15033,15058,74364,27530,28368,38395,124512,15573,12136,26228,28513,16099,12092,5666,17331,34438,19109,64536,39691,11021,18490,122584,28324,7163,3409,35245,113171,144556,18210,13749,8477
22649,52467,20600,20109,50742,26456,8947,75170,15880,16479,139437,10715,674995,40329,155471,11974,13026,7966,12686,24202,10316,18649,13918,47846,17911,7800,33540,31985,45041,23203,17299,53894,67870,23323,20995,43541,73893,94197,50729,44538,26883,179238,59160,23485,40195,28056,14381,48900,25402,49321,45628,17248,70053,46253,23920,52858,104124,120228,9753,10357,33033,11695,267910,17927,20425,,28755,5172,160791,18686,21137,28505,18187,11461,80638,18506,26018,28772,54713,132390,13937,25260,55885,10601,13420,25853,11300,78686,59307,31984,39252,56877,107618,68267,31283,25277,22943,18158,28049,333856,38432,29891,64837,49559,27077,124282,17373,34312,50978,10464,16045,5446,48503,13467,10960,11833,16716,16936,86784,30471,28987,45943,147144,17650,14138,28653,32750,17736,13873,6678,18767,38293,23674,75850,46059,12514,19515,145374,30039,8524,4622,40887,143229,176601,20626,13998,9200
22018,48467,18731,21187,49001,27231,8486,69579,16472,16271,141120,10692,629184,36398,148497,10710,11847,7905,11701,24346,11673,16834,11320,46431,17861,7549,33960,29707,43029,23291,17065,51780,66493,22483,18098,44109,73087,89203,48151,37748,26898,185985,56577,23347,41095,28117,14120,48822,25265,48128,42049,17389,72920,46181,24558,49931,94787,110313,9160,9079,30686,10902,261025,16222,18747,,27480,1524,159991,17446,20177,31038,17623,10810,85663,16884,26942,28661,49045,132667,13251,25148,50971,10786,11799,26340,13077,82716,52106,33465,38467,59291,98891,67424,30581,27078,23628,16572,26342,333641,40093,32649,67657,44676,28375,123135,18363,36975,52134,9265,15362,4552,51584,13958,9821,12225,16178,15485,85096,29334,30794,43549,144338,18890,13718,27287,30479,17051,13014,6221,17289,38140,20691,77762,42853,11838,19056,140141,30753,7784,3206,39361,135630,171642,20468,15918,8683
